scenario,representation,path,n,sha256_float64,mean,p50,p90,min,max
baseline,frozen_pickle,arrival/0,71530,df7a0a03e9013d041facc28e24013307e2daeb6d2e4f8afc6a61ce706f068bb8,0.6830420802460506,0.0,2.0,0.0,19.0
baseline,frozen_pickle,execution/HO2_mixed/0,1000,345451d924f70d66c73dc3ef1c6125de3b78d9c406b46fbdac80fe698ba2c4c9,22.76217936993536,20.861248509532565,39.48254094185116,2.766541621499684,81.06065881618755
baseline,frozen_pickle,execution/HO2_delivery/0,5775,5ce164d8dea5a0be4fd8701918067a851538fc1a37f3d11c102599e0b9f6a9df,9.929054408922294,6.59344316527131,21.562893280651988,0.06607629343300883,91.0
baseline,frozen_pickle,execution/LL_delivery/0,9612,1d70d23412ca7923eab02c0c7b0126df34bc66f245021e496e2715fde332205c,9.599123698637003,7.17357764940854,18.79353984291788,1.1318196060219825,62.0
baseline,frozen_pickle,execution/RMG_mixed/0,3986,4297b85bb9993b5c276a845ece009464867c5f63baa370d2252a14f8c8910860,18.807087732273796,15.75109091461983,34.37610942013009,1.6728200857984101,139.0
baseline,frozen_pickle,execution/Gate In/0,71568,d42e7b176002506cf86556e3db8689c391593e8c644d050499def8dd96a54435,0.0,0.0,0.0,0.0,0.0
baseline,frozen_pickle,execution/Gate Out/0,71568,d42e7b176002506cf86556e3db8689c391593e8c644d050499def8dd96a54435,0.0,0.0,0.0,0.0,0.0
baseline,frozen_pickle,execution/LL_mixed/0,1000,40a4cc1b8c6e8abc079472a0040af6d321733e525cd15b3b951fcc71c062c6e0,11.248429482274739,9.26743811253859,19.63970748748823,3.0,48.0
baseline,frozen_pickle,execution/LL_receive/0,1932,d540bfbb3c11c2b7d6719c628f7fede50cb59e3bc82f77e4ce93a4ea711ed022,9.016884680690287,6.838931188909704,16.955970534875863,2.0,71.0
baseline,frozen_pickle,execution/HO2_receive/0,4188,c6e7c710adbb902c8a1b627a5989aa2fb2e049d4ae1e16c05858e62485fa024f,16.62616696797465,13.586323910562506,31.44820240504268,0.13642389647255304,117.0
baseline,frozen_pickle,execution/RMG_delivery/0,17823,94cf01456d8516d9eb5af1ddbeee4889d1dad5af427609169ea49d0b73615a53,8.797084409518549,6.499524447449202,17.404902907644196,0.4158255550685677,155.8089306436314
baseline,frozen_pickle,execution/RMG_receive/0,32794,4e2024d0d69863ac7022c67a59d2eec89fe9d45f3dccc13d216f556dcad9e278,11.307668345754045,8.722259666725336,21.924057496389068,0.3476141911803076,203.0
baseline,frozen_pickle,waiting/LL/0,11597,dc853c3f67097796927b7a15d51c77392e13aa7fc24ae75dc1b1e7b12be66f0f,3.392806411955136,2.3579274895085462,7.684540680278667,3.6057277704522515e-05,30.461701245768648
baseline,frozen_pickle,waiting/Res.GateIn/0,71568,d42e7b176002506cf86556e3db8689c391593e8c644d050499def8dd96a54435,0.0,0.0,0.0,0.0,0.0
baseline,frozen_pickle,waiting/T13/1,3181,9d95b06c699f0f706acc9776bc878f548638ccb889a467b19f74f8455349d6fb,7.115277563840083,5.000072420181821,16.25909756443538,0.006686550399335049,58.04764363489881
baseline,frozen_pickle,waiting/T13/2,1000,f90cb2d806dbd0599056cace5d77f79fee989251a792b17e05d544c82714c3a7,52.80628588602126,42.89674134212059,97.61647031530417,5.0,202.0
baseline,frozen_pickle,waiting/T14/0,3107,ffb8bd94265b38b0e4a962bcbbf0d03d3d171f7ade184cfc6313252b3919db79,6.570265806892842,4.570753539845732,15.080613526870215,0.0016357468798340092,50.07925496681516
baseline,frozen_pickle,waiting/HO2/0,10712,3b6fb9dc81d8342644dd6f61badc778cb1343a90e786284d1d05054d39d48b71,10.028839310713701,6.874773936262852,23.1797618097845,0.00016821929106328968,93.60369808735334
baseline,frozen_pickle,waiting/T16/0,2899,cdab020a3ed6994b4cc768508ed5ffb8fe0a19dafaca70157ed782292c99c1d7,7.5073021138685805,5.245353870897815,17.404820796793175,0.001617420988643648,60.12872701797643
